time_id,rmse,mae,mda
128,0.00019794837333570936,0.00012562291324025906,1.0
337,0.0003651920665900838,0.0003018225272739463,0.8
969,0.0015093905048361256,0.00093156774275578,1.0
1365,0.0001839390163398146,0.00012299138400625738,0.8
1658,0.0010538305889669067,0.0009090385757630177,0.8
2076,0.0007457890171122198,0.0005305941842159977,0.8
2146,0.001205679452265293,0.0008537265679481593,1.0
2184,0.0007283023730656425,0.00048461606912222676,1.0
2259,0.0003136062880765717,0.00022561900217413472,0.8
2392,0.00039088941508088286,0.00029404600459800656,0.6
2782,0.001373101833669804,0.0010835382182050044,1.0
3367,0.00036651679966170507,0.00031367377182744353,1.0
4031,0.00035458198418640726,0.00030473668836495554,0.8
4106,0.0002478534654375538,0.00023710892426841642,0.8
4142,0.0006953217586373394,0.0005571389074091159,0.8
4173,0.00031385197631397365,0.00020698837413497982,0.6
4817,0.0010720997757843848,0.0007893401876229083,0.6
4867,0.0004624896020192388,0.0002225807461353625,0.8
5297,0.00028752099126412936,0.00020082252896139394,1.0
5305,0.0011382232902429454,0.0007481849703924766,0.6
5510,0.0002538452052816709,0.0002273964409041608,1.0
5790,0.000572391275452683,0.000549272398201896,0.6
5832,0.0013960855665188841,0.0012452396966061033,1.0
6114,0.0008456065738182126,0.000626772055531282,0.8
6729,0.0021925748438644333,0.0014623745618711867,0.4
6939,0.00016435704487314932,0.0001398913461479494,1.0
6944,0.0007073158966469506,0.0003977364703121069,0.8
6961,0.0010031226081047122,0.0007753829466232994,0.8
7133,0.0014394608094068558,0.0011659451784329564,0.8
7316,0.0011652652231299656,0.0009021412487650444,0.8
7716,0.0004686203794773924,0.00039875480965031676,0.8
8573,0.0011263263932025842,0.0008691960447094392,0.6
9687,0.0006894633205715106,0.0005822145867306331,0.8
9779,0.00043835592326062114,0.0003339070267817301,0.6
9862,0.0017222728037580288,0.0013003643571529446,0.8
9866,0.0007163518970613751,0.0006013097308253946,0.8
9936,0.0019157729767060553,0.0015489275151842783,1.0
9976,0.0013342705692381235,0.0011015981662643446,0.8
10100,0.00033902675549892745,0.0002655991264581118,0.8
10105,0.0010868385396340169,0.000852717705872565,0.8
10949,0.0008149382052281394,0.0005689132292237665,1.0
11137,0.000367900198925993,0.00023523230257353184,1.0
11393,0.00011586890784348878,9.435655588005438e-05,1.0
11886,8.382998584610599e-05,6.964964091423879e-05,0.8
12115,0.0005546453671318318,0.00040405616708821677,0.8
12151,0.0008731013688044138,0.0006675545626371746,1.0
12225,0.0006525912177002396,0.0006027206340675846,0.8
14215,0.0006265391511431863,0.0004912610932056293,0.8
14838,0.00027676442631429195,0.0002047779835934742,1.0
15280,0.00037522005721335753,0.00028761119035962645,1.0
15491,0.0013789673774841442,0.000884453263317795,1.0
15535,0.00029866120888183217,0.0002110625114629531,0.8
15568,0.0022005086361354415,0.0015460252092759457,0.6
15647,0.0006457820613867633,0.0006045668045995775,1.0
15728,0.0014342266151992982,0.0013372538791445409,1.0
16147,0.000968364571419905,0.0008265110360000306,1.0
16172,0.0005761184637283905,0.0004124468263258855,0.8
16637,0.0007656560193753415,0.0005378933402118271,0.8
17172,0.0002529188985034316,0.00018082165672992628,1.0
17872,7.989993118146161e-05,6.493313332560205e-05,1.0
18212,0.00016970747790189233,0.00010731269181915332,0.6
18220,0.0003690098667519508,0.0002774642728586342,0.8
18247,0.0004030494994618963,0.0003145654435654194,0.8
18701,0.0008268075481018035,0.0005796584058256756,1.0
18822,0.0004634160634110647,0.0003638582930926518,0.8
19294,0.0009387929747534542,0.000597451731063725,0.8
20329,0.0005106932606230879,0.0004758233123662758,0.4
20474,0.001266230440929021,0.0010891767147461716,0.8
21145,0.0008294034790816742,0.0006477123458673322,0.8
22178,0.0008534140816235998,0.0005653702298657819,0.4
22519,0.0005289959967950096,0.00043067547726511777,1.0
22899,0.00023851804161084287,0.00017562105189323476,0.8
23212,0.00036688260261522683,0.0002951039912395332,0.8
23246,0.0008362561097153705,0.000706934606527689,0.6
23337,0.0002392726482255763,0.00018266980804020833,1.0
23500,0.0004981017113099079,0.0003975758436309404,0.8
23619,0.0005183955787584043,0.00046805020481213434,0.6
23955,0.0006879162823409058,0.0005671069640480463,1.0
23962,0.00040194756783666375,0.00032214524475163066,0.6
24339,0.0005874769156149511,0.0004758507862052253,0.6
24989,0.0009722766066510926,0.0007096890625799699,0.2
25131,0.00035000481082061205,0.00032163925831201016,0.4
25463,0.0010097005911300855,0.0005523348533761299,0.6
27014,0.00053524826523395,0.0004150673866402538,1.0
27182,0.00038366342282772326,0.0003191943783722279,0.6
27771,0.00039789665621562883,0.00031002742420732074,0.6
27891,0.0004007379727961602,0.00034236721798877124,1.0
27932,0.0006042101218017841,0.0004292701551678272,0.8
28002,0.0007501369974598164,0.0005606265957957875,0.6
28244,0.0004974336866310007,0.0004028636700834298,0.8
28634,0.0010512494065150352,0.0009630535464173786,1.0
29664,0.0005106902155754514,0.00043883013342848665,0.4
29842,0.000815741311612221,0.0006425631611821399,0.4
29990,0.0005489251863687051,0.0004127687092932844,1.0
30366,0.0013696234918560183,0.0010389257687374095,0.8
30384,0.0012486585277186862,0.0008552886553413627,0.8
31819,0.0006827289819355598,0.0005993979237129459,0.4
32328,0.00017544416047566498,0.00014140592355923085,0.6
32374,0.0005211612407030129,0.0004038258693531813,0.6
325,0.00029214128674911826,0.00021345192673560183,0.8
420,0.0010717087939747022,0.0009495203450204485,0.6
554,0.0003305896056750024,0.00021157739786427005,0.4
904,0.00034686697271179407,0.0003002268677128269,1.0
985,0.0005481843631541246,0.0004362077822814704,0.8
1213,0.0003180212821601787,0.000158635112088367,0.8
1255,0.0001773943358068147,0.0001531312823701321,0.6
1464,0.0005508672331274413,0.0003362356297670738,0.6
2076,0.0003525089290665199,0.0002984527062394607,1.0
2433,0.00020833187642513553,0.00013185332971254256,0.8
3098,0.00024507758174527685,0.00019698171555284358,1.0
3270,0.0007621117927701231,0.0005605587086097642,1.0
3516,0.00023424207187819584,0.00018385679292532594,0.8
3732,0.00047296969893983434,0.0003329310783662816,0.4
4570,0.00019079042897768983,0.0001582610333312642,0.8
5510,0.000302547478133339,0.0002638047922122238,0.8
5667,0.00041462904578945124,0.0002859337221106526,0.8
6213,0.00018759670181047654,0.00012534261685710041,0.8
6481,0.0001842346188469684,0.000145259099056365,0.6
7014,0.0003615725496705637,0.0002786682060058143,1.0
8168,0.00011012941438142749,9.207647459451208e-05,1.0
9037,0.00023300733758746593,0.00018797239644545818,1.0
9748,0.00028843167201260503,0.00019206551403635425,1.0
9889,0.0003033452466273084,0.0002720974683352233,1.0
10949,0.0009789270675894853,0.0007690287775330967,0.8
10987,0.00045986873391493007,0.000268847917452018,0.6
11577,0.0002456076920824761,0.0001860305838206506,1.0
11607,0.00033257164998273174,0.00029709693244181577,0.8
11639,0.00017062390416946484,0.00012750605796717492,1.0
11726,0.00024086629704994392,0.00021700706727136843,0.8
11730,0.0005189880146580856,0.0004354338105215577,0.8
11775,0.0005024557918065881,0.0004655908498221387,0.8
11874,0.00022545996733049553,0.00015326273199937554,0.8
12436,0.00025548025097350265,0.000189989876699716,1.0
12758,0.0002903510593464891,0.00026312309869895903,0.8
13124,0.0006851499801440942,0.0004955725012052684,0.4
13473,0.000170659454300083,0.00014019397388892433,0.8
13729,0.00010889659532549007,8.901575835660175e-05,1.0
14177,0.00025037307115224097,0.00014741145838125314,0.8
14183,7.781583285890282e-05,6.575911042331618e-05,1.0
14311,0.0002361475669004061,0.0001974018235236209,0.8
14416,0.0004991707323144409,0.0004108809951399812,1.0
14601,0.00025313744718678946,0.0001944127604959317,0.8
14817,0.0005430035098398883,0.00035245478593532283,1.0
14895,0.0004631659118386101,0.00034247931340866455,0.6
15727,0.00030364091284622004,0.0002105707707965786,1.0
16147,0.000404641798832216,0.00031049811203641593,1.0
16330,0.00038768092916084565,0.00029025110411468237,0.8
16466,0.0002421601504198085,0.00021338273599570557,1.0
16793,0.0004087082984538599,0.00038019702407048717,0.8
16802,0.00012201815297494011,0.00010762986489567222,0.6
17076,0.00026865367144716067,0.0001758078087271451,1.0
17244,0.000231878692410404,0.00011748822344662627,0.8
17247,0.0004155716226191738,0.00032738509986619785,0.8
17337,0.0002502629515590526,0.0002158438968737358,0.6
17342,0.0003106990049546833,0.00021629985031255212,1.0
17522,0.0013202565957915451,0.0009467899337854014,1.0
17762,0.0001050331939889923,9.270687640647347e-05,0.8
18483,0.00024031387784654917,0.00019989873108046903,0.8
19147,0.0004302786688496805,0.00035616234561199446,0.8
19612,0.0004578832215195528,0.00023073409004187393,1.0
