time_id,rmse,mae,mda,prediction_time,model
15092,6.33222107414455e-05,4.353323757050645e-05,1.0,0.10147309303283691,lightgbm
15173,4.703061440621392e-05,4.142481579672151e-05,0.8,0.0890660285949707,lightgbm
15319,0.00016433183121670287,0.00010279964709669523,1.0,0.04469919204711914,lightgbm
15730,2.753442889040702e-05,2.029285041439841e-05,1.0,0.0416719913482666,lightgbm
16127,9.865579137536068e-05,7.262050670152566e-05,1.0,0.06413006782531738,lightgbm
16320,0.00010163791810788406,5.151964995567073e-05,1.0,0.043994903564453125,lightgbm
16666,3.067085049748628e-05,2.2639315957741972e-05,0.8,0.08579015731811523,lightgbm
16978,4.936313589076991e-05,4.2962426578347264e-05,0.8,0.04276394844055176,lightgbm
17785,2.459353659791111e-05,2.0928913048718676e-05,1.0,0.09847211837768555,lightgbm
17838,0.0002022249943633926,0.0001357165379552817,1.0,0.03531599044799805,lightgbm
19234,4.843626146660962e-05,3.883740884380331e-05,1.0,0.08811473846435547,lightgbm
19309,3.8131093120728994e-05,3.2849423391072503e-05,0.6,0.06431913375854492,lightgbm
19629,0.00014177007031016212,0.00011631464064785996,1.0,0.07190299034118652,lightgbm
20410,2.6002088310979368e-05,1.9606578301287837e-05,1.0,0.030634164810180664,lightgbm
20935,4.52025477050296e-05,3.921068919140019e-05,0.8,0.08062481880187988,lightgbm
20973,9.434174116661248e-05,5.38830163612302e-05,0.8,0.08774709701538086,lightgbm
21079,6.114521932815717e-05,5.43460927394071e-05,0.6,0.05649614334106445,lightgbm
22106,0.00030330333493058884,0.00023228074283811973,0.8,0.05365705490112305,lightgbm
22946,4.468802833061255e-05,3.896337831377048e-05,0.8,0.05589008331298828,lightgbm
22973,0.0002434558037867456,0.0001686222835658228,0.6,0.08461904525756836,lightgbm
23254,0.00019482201605213338,0.0001382693163700139,0.6,0.09347009658813477,lightgbm
23750,4.575981269080509e-05,3.754475323963836e-05,1.0,0.04778289794921875,lightgbm
24457,0.00014732486761902637,0.00010615460933724781,1.0,0.059128761291503906,lightgbm
25569,5.7160142830274865e-05,4.8920527713584595e-05,1.0,0.052721261978149414,lightgbm
25636,0.0001277342956798666,7.533192985246454e-05,0.6,0.06276702880859375,lightgbm
25680,7.021495996745702e-05,3.670527632618302e-05,0.6,0.05274200439453125,lightgbm
25712,5.822305349167953e-05,4.867917184907996e-05,0.8,0.07055020332336426,lightgbm
25731,0.00012451450304057102,0.00010964564463038634,0.4,0.07361793518066406,lightgbm
26538,7.637319103768022e-05,5.7522825299707815e-05,0.8,0.07940888404846191,lightgbm
27957,0.00011831870973377638,7.550515001123651e-05,1.0,0.04142880439758301,lightgbm
28292,0.0001346470458566455,9.095967564765358e-05,1.0,0.08536100387573242,lightgbm
28838,4.952139111947743e-05,4.404465357532099e-05,0.8,0.03547501564025879,lightgbm
30334,3.014274498090753e-05,2.103329083189154e-05,0.8,0.038923025131225586,lightgbm
30376,5.6606266421049006e-05,4.280565522696806e-05,0.6,0.036460161209106445,lightgbm
30866,5.560137122013296e-05,4.54962799685622e-05,1.0,0.03201699256896973,lightgbm
30999,2.5575826523132035e-05,1.9918242037244486e-05,1.0,0.06129622459411621,lightgbm
31656,5.915833903176221e-05,4.402414554455388e-05,1.0,0.07520890235900879,lightgbm
32175,9.930231416375135e-05,6.853011375130572e-05,0.8,0.04528617858886719,lightgbm
32376,1.808265433146723e-05,1.6944366339825597e-05,0.8,0.035798072814941406,lightgbm
32709,0.00016113866273409087,9.393884523790904e-05,0.4,0.046598196029663086,lightgbm
32750,7.671360694498804e-05,5.876152691361658e-05,0.4,0.03700709342956543,lightgbm
229,2.0792217747187628e-05,1.6203906657722902e-05,0.6,0.02196025848388672,lightgbm
232,3.331144096766419e-05,3.110403676173336e-05,0.8,0.07839107513427734,lightgbm
326,8.434510368783025e-05,6.282655734048446e-05,1.0,0.05172014236450195,lightgbm
420,3.898983912034806e-05,3.480071931632852e-05,1.0,0.09743881225585938,lightgbm
904,5.939473902799427e-05,4.738966716347461e-05,0.8,0.12317800521850586,lightgbm
1365,0.00015965963814594604,0.00012035470093259943,0.8,0.060426950454711914,lightgbm
2076,2.070129484715025e-05,1.562023970541694e-05,1.0,0.09992194175720215,lightgbm
2136,5.6191784688339226e-05,2.936776156197583e-05,1.0,0.10047411918640137,lightgbm
2553,7.412164170710484e-05,5.874652568782187e-05,0.6,0.056353092193603516,lightgbm
3270,3.3477892836585756e-05,2.7467256251974992e-05,0.8,0.12066102027893066,lightgbm
4052,9.956079274920817e-05,5.925480443820441e-05,1.0,0.09093403816223145,lightgbm
4140,0.00016301223451072012,9.299461781802997e-05,1.0,0.09295797348022461,lightgbm
4173,0.00010183625757134941,8.020869346532095e-05,0.8,0.016889095306396484,lightgbm
4265,2.8195137238850242e-05,2.4261338057414947e-05,1.0,0.08821511268615723,lightgbm
4661,6.7128791645459e-05,4.836085338455574e-05,1.0,0.05941319465637207,lightgbm
4797,5.7326009113014935e-05,3.898301680005444e-05,1.0,0.08860611915588379,lightgbm
5141,4.117327629830256e-05,3.4700308815402866e-05,1.0,0.04616808891296387,lightgbm
5193,5.4830544483961934e-05,4.19932602183126e-05,1.0,0.10556697845458984,lightgbm
5539,3.5563612057512736e-05,2.5878848642152017e-05,0.8,0.1148221492767334,lightgbm
5817,0.00010020296275334799,8.613990859408144e-05,1.0,0.06501603126525879,lightgbm
5825,1.0199909674550756e-05,7.475931276525743e-06,1.0,0.08718419075012207,lightgbm
5910,0.00010323688128483032,8.307281568342352e-05,0.4,0.13307809829711914,lightgbm
6020,5.9410847288233215e-05,4.659264142316561e-05,0.8,0.1261451244354248,lightgbm
6235,4.069811075855651e-05,3.096436272596747e-05,1.0,0.130202054977417,lightgbm
7624,3.8148387803058995e-05,2.594267600758433e-05,1.0,0.13162708282470703,lightgbm
7629,5.5558010621346134e-05,3.645374202244572e-05,1.0,0.04825997352600098,lightgbm
7674,5.148464981830938e-05,4.4675895269964576e-05,0.8,0.05613517761230469,lightgbm
8009,1.7008186872663645e-05,1.3552391401524808e-05,1.0,0.13409996032714844,lightgbm
8554,0.00015427260499542344,0.00010074402474590384,1.0,0.07223200798034668,lightgbm
9038,3.6903452012251815e-05,2.6761957751127118e-05,0.8,0.1280050277709961,lightgbm
10070,8.872116664267833e-05,7.240815349317726e-05,0.6,0.07867097854614258,lightgbm
10491,4.92998565138005e-05,3.7542593574478436e-05,1.0,0.08710122108459473,lightgbm
10523,0.00018547562867356435,0.00011865414134834508,1.0,0.13043665885925293,lightgbm
10610,8.075055298516364e-05,7.087948910275229e-05,1.0,0.06089019775390625,lightgbm
10994,8.440154380903187e-05,6.431099263635964e-05,1.0,0.039572954177856445,lightgbm
11007,0.00014301294464327138,8.311263654255802e-05,1.0,0.14046812057495117,lightgbm
11096,4.21438085436151e-05,2.915957054266834e-05,1.0,0.12058496475219727,lightgbm
11607,5.0151880126443915e-05,4.031969059343569e-05,1.0,0.07662200927734375,lightgbm
11722,4.49924471924116e-05,3.911270953443857e-05,1.0,0.08412814140319824,lightgbm
12206,2.8202425503985184e-05,2.2196098034380783e-05,0.6,0.08085989952087402,lightgbm
12780,5.472555715993872e-05,4.515527715804314e-05,1.0,0.0696711540222168,lightgbm
13598,0.0001514079855630338,9.228599254247703e-05,1.0,0.27773308753967285,lightgbm
13643,0.0001968208566242477,0.00010240867248610031,0.8,0.13774514198303223,lightgbm
13771,5.4268997633297956e-05,3.798785300016469e-05,0.6,0.29236769676208496,lightgbm
13928,0.0002603702062070487,0.00012015240332471085,1.0,0.29677391052246094,lightgbm
14218,6.739217084000438e-05,4.6467993033174944e-05,0.8,0.23495078086853027,lightgbm
14420,2.8820421373137783e-05,2.2287726423068357e-05,1.0,0.1230628490447998,lightgbm
14913,9.904281318264471e-05,5.069345398631622e-05,1.0,0.06383705139160156,lightgbm
15209,7.626234939240355e-05,6.676958433036853e-05,0.8,0.3884739875793457,lightgbm
15319,2.3667163776151876e-05,2.1749649030754757e-05,1.0,0.4518308639526367,lightgbm
15499,9.752565803933962e-05,5.804265293767621e-05,0.8,0.25919008255004883,lightgbm
16526,4.8350729452463036e-05,2.956344606629602e-05,1.0,0.1430659294128418,lightgbm
17076,8.97397559720409e-05,7.768186030601824e-05,1.0,0.05928301811218262,lightgbm
17120,4.652521947658658e-05,3.859693238080734e-05,0.8,0.06289982795715332,lightgbm
17490,0.00010889399369158154,7.065158635229759e-05,0.6,0.1232140064239502,lightgbm
17522,0.00024272740232515153,0.000219897043413779,0.8,0.02404499053955078,lightgbm
17987,0.0002136610666454229,0.00011831155032236652,1.0,0.25664305686950684,lightgbm
18072,6.354807877286994e-05,5.326955252893523e-05,1.0,0.09177088737487793,lightgbm
18088,3.3587429659830266e-05,2.3403223119673117e-05,1.0,0.11662697792053223,lightgbm
18629,2.65011915625823e-05,2.569591376193059e-05,1.0,0.08758020401000977,lightgbm
18831,5.368779268270036e-05,4.8341289593603746e-05,0.8,0.04931020736694336,lightgbm
18940,4.3151638534472e-05,3.610751996772706e-05,0.8,0.09726309776306152,lightgbm
18955,4.7132989226521697e-05,3.66763658062614e-05,0.8,0.10351014137268066,lightgbm
20227,9.545292786817131e-05,7.067601011492346e-05,0.8,0.09239006042480469,lightgbm
20317,0.0002856226028285294,0.0001980959554014021,0.8,0.06301593780517578,lightgbm
20329,3.639408197185464e-05,2.800344413715323e-05,1.0,0.03787493705749512,lightgbm
20953,6.810087830870204e-05,4.45484044993165e-05,1.0,0.052568912506103516,lightgbm
21208,1.9528090447425056e-05,1.4346787618471144e-05,1.0,0.0415501594543457,lightgbm
21248,5.4144347116921925e-05,3.949172474926889e-05,0.6,0.1626429557800293,lightgbm
21734,7.614750498953699e-05,4.86346073649022e-05,1.0,0.03994607925415039,lightgbm
21777,0.00020395583730492848,0.00016938033134266986,0.8,0.07367396354675293,lightgbm
21883,2.16414604976318e-05,1.2691337998256786e-05,0.8,0.0879819393157959,lightgbm
21897,2.982467287648112e-05,1.6646278393758007e-05,1.0,0.06883096694946289,lightgbm
21990,6.555197394295807e-05,5.711763271886441e-05,0.8,0.06495094299316406,lightgbm
22542,2.3699688366955435e-05,1.7606962023181085e-05,1.0,0.1286780834197998,lightgbm
22638,4.21733057662312e-05,3.65408341011804e-05,1.0,0.05066514015197754,lightgbm
22884,0.00010491054200604443,7.86596290053712e-05,0.8,0.0771479606628418,lightgbm
23598,8.796938743961336e-05,5.5304978525371616e-05,1.0,0.10099577903747559,lightgbm
23794,7.608142941656762e-05,5.507100987334607e-05,1.0,0.11992692947387695,lightgbm
24351,3.903385957586358e-05,2.987915396429188e-05,1.0,0.06604313850402832,lightgbm
24497,4.662294428071223e-05,3.9207569742761906e-05,1.0,0.08521795272827148,lightgbm
24775,6.435323667311921e-05,3.548338453241215e-05,0.8,0.036653757095336914,lightgbm
24949,4.021712553257892e-05,2.9473835774576764e-05,1.0,0.07344603538513184,lightgbm
24989,6.365250004100908e-05,4.570634968510914e-05,1.0,0.07617998123168945,lightgbm
25030,0.00010465833755259735,7.649071091478953e-05,0.8,0.02832484245300293,lightgbm
25059,1.742177520185504e-05,1.3275678148013018e-05,1.0,0.10281705856323242,lightgbm
25639,3.150633965354105e-05,2.1987635318721884e-05,1.0,0.0984337329864502,lightgbm
25773,5.0093891784864314e-05,3.8865227466128434e-05,1.0,0.1128702163696289,lightgbm
26125,4.389332741681365e-05,3.603149358131692e-05,1.0,0.09179902076721191,lightgbm
26494,6.79967862585048e-05,3.5205890588990066e-05,1.0,0.04752707481384277,lightgbm
26944,3.981482305290114e-05,2.4755044192193093e-05,1.0,0.09654498100280762,lightgbm
27095,3.25177579612502e-05,1.9549511779100315e-05,1.0,0.09245896339416504,lightgbm
27403,8.08841164056311e-06,5.834651027398023e-06,1.0,0.12993407249450684,lightgbm
27514,7.846820077886464e-05,6.742190131357594e-05,1.0,0.07003402709960938,lightgbm
27846,0.0001138096884708293,8.105215329991455e-05,0.8,0.03198695182800293,lightgbm
28837,6.0177192070405665e-05,5.5524893209633006e-05,0.8,0.04434514045715332,lightgbm
30212,0.0001550187390574209,7.777339470228052e-05,1.0,0.11455893516540527,lightgbm
30986,4.7222562922209236e-05,3.479177807347728e-05,1.0,0.09164690971374512,lightgbm
31348,3.720019404875825e-05,3.3502689820379934e-05,1.0,0.0554811954498291,lightgbm
32466,5.7806336681048765e-05,4.8238481896643115e-05,1.0,0.18355989456176758,lightgbm
159,5.2351835559390755e-05,4.465091711431831e-05,0.8,0.03359484672546387,lightgbm
436,2.3164939029096286e-05,1.880271879910874e-05,1.0,0.08647584915161133,lightgbm
947,3.389249048591885e-05,2.876505743276713e-05,1.0,0.1002049446105957,lightgbm
1348,7.268973003750062e-05,5.423951488835347e-05,1.0,0.06965780258178711,lightgbm
1565,4.590744344927308e-05,3.907427631785974e-05,1.0,0.046233177185058594,lightgbm
1827,0.00021260433297135033,0.00018762147327276905,0.8,0.06965184211730957,lightgbm
2076,0.00020905985692134876,0.00011615155874768482,0.8,0.06953215599060059,lightgbm
2125,1.1196445807987468e-05,9.311509610519854e-06,1.0,0.3970050811767578,lightgbm
2447,4.070921036703169e-05,2.9916076785582805e-05,1.0,0.09766602516174316,lightgbm
2903,8.759220793933667e-05,7.446520928169787e-05,1.0,0.07123088836669922,lightgbm
2908,0.00011725047236214414,9.106687863621311e-05,0.6,0.057565927505493164,lightgbm
2992,0.00013111381553784578,9.039930718535425e-05,1.0,0.08894515037536621,lightgbm
3333,0.00020836343186808872,0.00014698651520893456,1.0,0.0829617977142334,lightgbm
4032,0.000500169785919952,0.0004104618112102289,0.6,0.07284903526306152,lightgbm
4377,3.535891546784626e-05,2.5599185424232826e-05,1.0,0.10557723045349121,lightgbm
4493,0.0004301902352453804,0.00022318774750789184,1.0,0.06732606887817383,lightgbm
4601,8.031546822645639e-05,6.204975410639488e-05,0.8,0.11623597145080566,lightgbm
4616,0.00016284860133207265,0.00013106408834504717,1.0,0.0495600700378418,lightgbm
5124,9.85577200307956e-05,6.778399476345214e-05,0.8,0.0423579216003418,lightgbm
5218,4.808626362126668e-05,4.061956592575013e-05,1.0,0.05950212478637695,lightgbm
5302,0.00010039767874433245,8.37949494989509e-05,0.8,0.03820991516113281,lightgbm
5682,0.00014436864615714068,0.00010730517173015602,0.8,0.07428979873657227,lightgbm
5904,8.044163052806231e-05,6.0129402489931866e-05,1.0,0.1577451229095459,lightgbm
6068,0.00029306506873052904,0.0001451309805320828,0.8,0.06475019454956055,lightgbm
6177,0.0001886250741869782,0.00013822814127482667,0.8,0.05405020713806152,lightgbm
6356,5.7587919931471734e-05,4.297972645085458e-05,1.0,0.08681702613830566,lightgbm
6566,4.675398176997544e-05,4.137462168848252e-05,0.8,0.02479720115661621,lightgbm
7632,0.00036095865304831853,0.00029476353372891374,0.8,0.06072688102722168,lightgbm
7752,8.751124694988472e-05,6.902194380707117e-05,0.8,0.04655909538269043,lightgbm
7884,6.579519251244928e-05,5.088758652190394e-05,1.0,0.059320926666259766,lightgbm
8623,3.976905246087531e-05,3.5491895290174905e-05,0.8,0.06660604476928711,lightgbm
8776,0.00012165008830592147,8.632586677061642e-05,1.0,0.05010414123535156,lightgbm
9779,5.54352668839282e-05,5.0870069293551426e-05,0.6,0.06834793090820312,lightgbm
10071,8.699448599831477e-05,7.213166711330227e-05,1.0,0.08642292022705078,lightgbm
10642,4.185701628171974e-05,3.5335094576263263e-05,0.8,0.07019996643066406,lightgbm
10708,4.6831809099197586e-05,3.602938147623193e-05,1.0,0.09267377853393555,lightgbm
10751,5.552883842424688e-05,4.4699217951245796e-05,0.8,0.04075217247009277,lightgbm
10767,0.00013432850070710525,0.00012711412279774618,1.0,0.09371113777160645,lightgbm
10779,3.548989003902179e-05,2.4861866627461418e-05,1.0,0.08027005195617676,lightgbm
10892,9.261893236300343e-05,4.600713453841064e-05,0.8,0.03346514701843262,lightgbm
11120,4.91681002790467e-05,3.450654220694154e-05,0.8,0.025687217712402344,lightgbm
11735,5.003721435635779e-05,3.5927749425993393e-05,1.0,0.025866985321044922,lightgbm
12225,0.0001124666320661882,9.342849810124391e-05,1.0,0.07878804206848145,lightgbm
13362,5.1446226143233813e-05,3.776873215697849e-05,1.0,0.08614301681518555,lightgbm
13643,0.00014026867362772438,0.00011439595657392466,0.8,0.07132506370544434,lightgbm
13791,0.0002892875485403783,0.0002556238535104658,1.0,0.05936574935913086,lightgbm
14176,9.408309417650401e-05,7.360168012983136e-05,1.0,0.06336212158203125,lightgbm
14312,4.480496172416131e-05,3.2127881762541244e-05,0.8,0.03255605697631836,lightgbm
14422,3.657357046491236e-05,3.0277010028841617e-05,1.0,0.07932591438293457,lightgbm
14751,0.0003330914567875156,0.0001959192470217803,1.0,0.06345391273498535,lightgbm
14926,0.00015226821683746945,0.0001366934941171495,0.8,0.04242372512817383,lightgbm
14970,0.00010642452213313497,6.95604552181837e-05,1.0,0.05474376678466797,lightgbm
15335,0.00023736558418671762,0.00018062493165902564,1.0,0.038466691970825195,lightgbm
15547,4.18518582077086e-05,3.339438017930712e-05,0.8,0.046630144119262695,lightgbm
15671,2.6322257515075564e-05,2.039164893086384e-05,0.8,0.03290438652038574,lightgbm
15765,5.8375395695467037e-05,5.039615660611534e-05,1.0,0.07795524597167969,lightgbm
15840,1.1831565769038748e-05,1.0728387652992358e-05,1.0,0.1025540828704834,lightgbm
17109,6.357695064302064e-05,4.295294050604115e-05,1.0,0.04055595397949219,lightgbm
18082,4.7419992784491986e-05,3.9396403452477156e-05,1.0,0.07408523559570312,lightgbm
18586,4.5355953991404694e-05,3.5153068056100076e-05,0.8,0.1091163158416748,lightgbm
18916,8.377560370268182e-05,7.887488022165764e-05,1.0,0.17374515533447266,lightgbm
19155,9.005112517072408e-05,6.445145881155691e-05,0.8,0.3232910633087158,lightgbm
19489,6.289801600615996e-05,3.9445258980240505e-05,0.8,0.19817376136779785,lightgbm
19531,0.00011051907559160329,7.580031762969224e-05,1.0,0.11166882514953613,lightgbm
19725,0.0003303665378537716,0.0002635857194719191,1.0,0.19703888893127441,lightgbm
20172,0.00012887044458385118,7.551653686958606e-05,0.8,0.26006126403808594,lightgbm
20405,2.884705195602921e-05,2.13007132679756e-05,0.8,0.26073598861694336,lightgbm
20499,0.00014206329982642928,9.953916290912159e-05,0.6,0.22547507286071777,lightgbm
20858,3.891140316817307e-05,3.031639190602789e-05,1.0,0.22200417518615723,lightgbm
20914,5.1940201866876114e-05,3.7111107202893424e-05,0.8,0.1466999053955078,lightgbm
20944,8.860527655165062e-05,6.667058487523801e-05,0.8,0.20433688163757324,lightgbm
21602,7.529693929225306e-05,4.985601739071566e-05,0.6,0.2004079818725586,lightgbm
22026,8.191942885155437e-05,5.707628542258206e-05,0.8,0.12437987327575684,lightgbm
22697,0.00010606559146622725,6.88157477723169e-05,0.8,0.04151296615600586,lightgbm
23796,3.894543772397408e-05,3.51193436986972e-05,1.0,0.05367565155029297,lightgbm
23962,3.7612837019847806e-05,2.5692236606568035e-05,0.8,0.06139802932739258,lightgbm
24073,0.00017808273641368687,0.00014122683357342228,0.8,0.08838820457458496,lightgbm
24662,0.00011858269957309521,6.725627920164086e-05,0.8,0.10132408142089844,lightgbm
25641,2.1041483911665835e-05,1.56855499435228e-05,1.0,0.04175734519958496,lightgbm
26572,0.00014311070541691605,0.00010213805174256693,0.8,0.09588003158569336,lightgbm
26798,0.0001139105804181368,7.668528823910078e-05,1.0,0.07399606704711914,lightgbm
27014,3.3551306217411065e-05,2.3968106005093038e-05,1.0,0.05986499786376953,lightgbm
27215,8.338954750001078e-05,5.490754180000607e-05,1.0,0.15831303596496582,lightgbm
27427,8.238210079159034e-05,6.663387693146025e-05,1.0,0.13470196723937988,lightgbm
27514,0.00017564115971593864,0.00014895704044425059,0.8,0.09131217002868652,lightgbm
27833,5.273244294427366e-05,4.5015821543226814e-05,0.8,0.04956316947937012,lightgbm
27886,8.933619302767937e-05,5.785099447822311e-05,1.0,0.10448789596557617,lightgbm
28596,6.116588471274526e-05,4.612394455656648e-05,0.6,0.09573602676391602,lightgbm
29246,1.8524544242004258e-05,1.5705260272314642e-05,1.0,0.060539960861206055,lightgbm
29480,7.986373378169203e-05,6.8772811904414e-05,0.4,0.04282498359680176,lightgbm
29494,0.00014611740915832137,0.00011854971496413453,0.8,0.06921696662902832,lightgbm
29507,2.9610612638637337e-05,2.1619865246755734e-05,1.0,0.03386688232421875,lightgbm
29672,0.00011998676019122538,0.0001065490002139164,1.0,0.05544090270996094,lightgbm
30657,8.985482499629607e-05,7.900676371754615e-05,0.8,0.08149981498718262,lightgbm
30798,6.780644963485e-05,5.714588385268687e-05,1.0,0.04464888572692871,lightgbm
30824,0.00010390163609224491,8.434889570656674e-05,0.8,0.10344719886779785,lightgbm
31331,6.649073031256309e-05,4.771468946924263e-05,0.8,0.04318594932556152,lightgbm
31854,0.0001167658148540801,7.32184354600801e-05,1.0,0.0620729923248291,lightgbm
32330,8.358119574611705e-05,5.217703469340427e-05,0.8,0.04910731315612793,lightgbm
32736,6.165411225053679e-05,5.338085607448388e-05,0.8,0.09969210624694824,lightgbm
213,0.00014807939445950772,0.00010958741479777442,1.0,0.08390378952026367,lightgbm
545,5.3383155165715956e-05,4.028179996770972e-05,1.0,0.04498910903930664,lightgbm
627,0.00015108478469168086,9.513216742060742e-05,0.4,0.07601284980773926,lightgbm
957,7.820349071082574e-05,5.92937291052329e-05,1.0,0.04346179962158203,lightgbm
1191,3.279698293402741e-05,2.6383031383127716e-05,1.0,0.05855417251586914,lightgbm
1198,0.00017350888392499988,0.00010152071772221183,1.0,0.10416698455810547,lightgbm
1980,8.05675819258924e-05,7.049496600595449e-05,1.0,0.052826881408691406,lightgbm
2183,8.253943368870126e-05,6.351944915154288e-05,0.8,0.07785224914550781,lightgbm
2458,0.0003613985809718717,0.00025576882653961417,0.8,0.09981417655944824,lightgbm
2510,0.00025629827733610657,0.00020497079083080043,1.0,0.1008000373840332,lightgbm
3033,6.851720107748388e-05,4.718523315901897e-05,1.0,0.0634310245513916,lightgbm
3318,0.00012835303374256394,8.724969361760348e-05,1.0,0.0781869888305664,lightgbm
3414,0.00010480660253043215,6.586123446975237e-05,1.0,0.09414124488830566,lightgbm
3703,8.589840948791421e-05,6.955380523794706e-05,1.0,0.07999110221862793,lightgbm
4038,2.804113564194009e-05,2.2546242376839425e-05,1.0,0.04779314994812012,lightgbm
4067,4.966349805215494e-05,3.26513865159165e-05,1.0,0.07423996925354004,lightgbm
4103,3.7923179266762306e-05,3.263516468372186e-05,1.0,0.04503273963928223,lightgbm
